cijena,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,kvadratura_balkona,blindirana_vrata,internet,kablovska_tv,klima,lift,novogradnja,tel_prikljucak,uknjizeno_zk,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,nedavno_adaptiran,udaljenost_od_centra
178900.0,49.0,2.0,12.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9733.5
499000.0,112.0,4.0,3.0,0.0,2.0,31.0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,7284.3
199000.0,55.0,2.0,23.0,0.0,2.0,3.0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,9072.0
205000.0,58.0,2.0,14.0,0.0,5.0,4.52,1,1,1,0,1,0,1,0,1,1,0,0,0,1,6518.8
170000.0,34.0,1.5,1.0,0.0,5.0,0.0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1464.2
259150.0,71.0,3.0,23.0,0.0,1.0,0.0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1665.0
342000.0,57.0,2.0,15.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1454.4
283000.0,69.0,3.0,1.0,0.0,2.0,0.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,14921.3
185000.0,89.0,3.0,1.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,11394.5
199000.0,77.0,3.0,18.0,0.0,2.0,2.0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,7525.5
147000.0,42.0,1.0,16.0,0.0,1.0,0.0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2752.5
255000.0,94.0,3.0,12.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,11407.0
279000.0,81.0,3.0,1.0,0.0,1.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2989.3
189000.0,61.0,2.0,14.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.7
230000.0,37.95,2.0,1.0,0.0,6.0,0.0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,29241.2
256200.0,61.0,2.0,12.0,0.0,6.0,0.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,2802.9
420000.0,64.0,3.0,14.0,0.0,0.0,5.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7284.3
370000.0,69.0,2.0,12.0,0.0,6.0,0.0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,731.2
440000.0,84.0,4.0,21.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,3791.1
235000.0,52.0,2.0,14.0,0.0,1.0,16.0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,5461.8
206000.0,56.0,2.0,15.0,0.0,4.0,5.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,11864.1
259000.0,77.0,3.0,17.0,0.0,1.0,3.0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,9733.5
166000.0,42.0,1.0,23.0,0.0,1.0,0.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,10594.8
119500.0,27.0,0.0,14.0,0.0,0.0,2.0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,9132.0
348000.0,84.0,3.0,15.0,0.0,2.0,2.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2611.8
348000.0,91.0,3.0,12.0,0.0,1.0,7.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,3499.3
210000.0,68.0,3.0,21.0,0.0,4.0,0.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2951.3
259000.0,65.0,3.0,16.0,0.0,6.0,0.0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,2522.5
295000.0,68.0,3.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1121.2
295000.0,61.0,3.0,16.0,0.0,6.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,3892.5
282000.0,87.0,4.0,14.0,0.0,1.0,0.0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1464.5
179998.0,82.0,3.0,16.0,0.0,6.0,4.0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,11105.3
400000.0,100.0,3.0,12.0,0.0,5.0,0.0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1464.5
268000.0,106.0,3.0,16.0,0.0,5.0,0.0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,4392.9
118000.0,27.0,0.0,14.0,0.0,0.0,2.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,9132.0
159000.0,60.0,2.0,15.0,0.0,5.0,5.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,12812.3
185000.0,47.0,1.5,14.0,0.0,5.0,5.0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,9773.3
183000.0,89.0,3.0,23.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,10279.6
199000.0,58.0,2.0,1.0,0.0,1.0,4.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,10563.1
220000.0,96.0,3.0,14.0,0.0,5.0,0.0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,10072.2
370000.0,55.0,2.0,21.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,2932.4
299000.0,71.0,2.0,1.0,0.0,5.0,4.0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,3499.3
190000.0,52.0,2.0,16.0,0.0,6.0,5.0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,3751.6
320000.0,80.0,4.0,17.0,0.0,2.0,5.0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,8400.0
474500.0,73.0,3.0,15.0,0.0,5.0,5.0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,2757.1
94000.0,42.0,2.0,21.0,0.0,6.0,0.0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,3729.4
199000.0,56.0,2.0,14.0,0.0,5.0,5.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,10563.1
260000.0,87.0,3.0,1.0,0.0,1.0,8.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1739.6
350000.0,74.0,3.0,2.0,0.0,0.0,5.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7284.3
318000.0,59.0,3.0,14.0,0.0,5.0,0.0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,2049.3
110000.0,38.0,2.0,21.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1347.1
105000.0,29.0,0.0,1.0,0.0,2.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7030.6
188000.0,58.0,2.0,12.0,0.0,6.0,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3772.1
295000.0,87.0,3.0,1.0,0.0,1.0,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2988.1
235000.0,51.4,2.0,18.0,0.0,0.0,3.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7284.3
285000.0,68.0,3.0,23.0,0.0,1.0,0.0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1764.9
189000.0,36.0,2.0,2.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6328.8
198000.0,47.0,2.0,16.0,0.0,5.0,0.0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,9388.9
149900.0,49.0,2.0,21.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,9982.2
348000.0,58.0,3.0,12.0,0.0,2.0,6.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2997.2
145000.0,31.0,1.5,12.0,0.0,2.0,5.0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,5865.6
277000.0,72.0,3.0,14.0,0.0,1.0,10.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2989.3
200000.0,57.0,3.0,20.0,0.0,2.0,0.0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,7060.0
209000.0,38.0,2.0,14.0,0.0,2.0,0.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,6946.8
250000.0,55.0,2.0,5.0,0.0,2.0,0.0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,5582.0
136000.0,34.0,2.0,23.0,0.0,2.0,0.0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,10594.8
335000.0,63.0,3.0,12.0,0.0,1.0,0.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,4923.8
165000.0,49.0,2.0,18.0,0.0,4.0,0.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,9478.7
258000.0,77.0,3.0,17.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,9733.5
440000.0,83.0,3.0,13.0,0.0,2.0,0.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,4542.2
380000.0,83.0,3.0,14.0,0.0,2.0,0.0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,4340.9
300000.0,80.0,3.0,5.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,4392.9
288500.0,78.0,3.0,17.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,10563.1
207000.0,65.0,2.0,16.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,10072.2
430000.0,103.0,3.0,15.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,13455.3
371500.0,79.0,3.0,12.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1225.5
350000.0,65.0,2.0,12.0,0.0,5.0,0.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1212.3
153000.0,58.0,2.0,14.0,0.0,5.0,0.0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,10072.2
103000.0,28.0,0.0,2.0,0.0,0.0,4.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,9707.8
260000.0,99.0,4.0,14.0,0.0,5.0,5.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,10487.4
265000.0,69.45,4.0,14.0,0.0,1.0,0.0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,9733.5
332000.0,83.0,4.0,15.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1467.1
329000.0,95.0,4.0,14.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1464.2
175000.0,52.0,2.0,1.0,0.0,5.0,4.0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,9707.6
265000.0,69.0,3.0,21.0,0.0,1.0,0.0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,3383.1
310000.0,80.0,3.0,5.0,0.0,2.0,4.0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,4392.9
234000.0,93.0,3.0,23.0,0.0,2.0,0.0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,12074.9
265000.0,51.0,2.0,1.0,0.0,5.0,5.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,3428.3
433000.0,89.0,3.0,1.0,0.0,5.0,0.0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,111.0
350000.0,107.0,3.0,14.0,0.0,2.0,20.0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,12359.4
225000.0,48.0,3.0,1.0,0.0,1.0,0.0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,603.4
200000.0,77.0,3.0,12.0,0.0,1.0,4.0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,12359.4
265000.0,55.0,2.0,1.0,0.0,5.0,3.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,3428.3
209000.0,53.0,2.0,12.0,0.0,4.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4392.9
149000.0,49.0,2.0,23.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881.1
250000.0,77.0,3.0,14.0,0.0,2.0,4.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,6326.9
94000.0,27.0,0.0,21.0,0.0,6.0,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1959.1
375000.0,96.0,4.0,23.0,0.0,1.0,0.0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,5119.2
420000.0,75.0,3.0,12.0,0.0,2.0,0.0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,3791.1
270000.0,52.0,2.0,1.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1139.8
415000.0,67.0,3.0,1.0,0.0,6.0,0.0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,2340.1
275000.0,87.0,4.0,14.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1464.5
160000.0,52.0,3.0,1.0,0.0,6.0,7.0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,4483.5
242000.0,44.0,3.0,12.0,0.0,1.0,40.0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,3315.3
750000.0,136.0,4.0,14.0,0.0,1.0,4.0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1467.1
240000.0,61.0,2.0,21.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,4670.2
380000.0,77.0,3.0,16.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,2752.5
225000.0,55.0,2.0,16.0,0.0,2.0,5.0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,4641.4
215000.0,58.0,2.0,15.0,0.0,2.0,5.0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,11531.0
295000.0,71.0,3.0,23.0,0.0,1.0,8.0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,3499.3
350000.0,75.0,4.0,16.0,0.0,2.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,6415.6
177000.0,55.0,2.0,15.0,0.0,2.0,5.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,9478.7
275000.0,71.0,3.0,12.0,0.0,2.0,3.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,3839.4
128000.0,34.0,0.0,15.0,0.0,2.0,0.0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,8515.7
275000.0,44.0,4.0,12.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,3315.3
240000.0,77.0,3.0,14.0,0.0,2.0,3.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,6326.9
695000.0,200.0,5.0,12.0,0.0,1.0,0.0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,265.1
200000.0,72.0,3.0,1.0,0.0,0.0,0.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,9588.6
259000.0,62.0,3.0,17.0,0.0,6.0,0.0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,3474.2
200000.0,74.0,3.0,21.0,0.0,5.0,0.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,5237.6
190000.0,37.0,1.0,21.0,0.0,2.0,0.0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,3249.1
195000.0,70.0,3.0,12.0,0.0,1.0,0.0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,9892.4
320000.0,64.0,3.0,15.0,0.0,1.0,4.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1534.9
225000.0,59.0,2.0,16.0,0.0,1.0,0.0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,10072.2
259150.0,71.0,3.0,21.0,0.0,1.0,0.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1665.0
170000.0,52.0,2.0,12.0,0.0,6.0,4.5,1,1,1,0,0,0,1,1,0,1,0,1,0,0,11394.5
564000.0,94.0,3.0,14.0,0.0,5.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1465.2
155000.0,58.0,3.0,23.0,0.0,2.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7896.5
240000.0,100.0,3.0,14.0,0.0,1.0,4.0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,10487.4
250000.0,75.0,3.0,12.0,0.0,5.0,5.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,4340.9
222000.0,52.0,2.0,14.0,0.0,2.0,3.0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,5865.6
195000.0,60.0,3.0,14.0,0.0,5.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,10594.8
235000.0,78.0,3.0,20.0,0.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,8447.2
220000.0,56.0,2.0,23.0,0.0,6.0,0.0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,4349.9
220000.0,76.0,4.0,13.0,0.0,2.0,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,4556.0
209000.0,53.0,2.0,14.0,0.0,5.0,0.0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,4392.9
118000.0,30.0,0.0,18.0,0.0,2.0,0.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,8348.3
240000.0,77.0,3.0,17.0,0.0,1.0,0.0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,9733.5
139500.0,52.0,2.0,2.0,0.0,2.0,6.0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,8632.6
265000.0,70.0,3.0,21.0,0.0,5.0,0.0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,3383.1
248000.0,48.5,2.0,19.0,0.0,2.0,6.08,1,1,1,1,1,1,1,1,0,0,1,0,0,0,6415.6
190000.0,78.0,3.0,1.0,0.0,2.0,0.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,8632.6
