,cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,blindirana_vrata,internet,kablovska_tv,klima,lift,novogradnja,tel_prikljucak,uknjizeno_zk,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,nedavno_adaptiran,object_latitude,object_longitude,udaljenost_od_centra
760,538000.0,116.0,5.0,4,Nenamješten,,Centralno (gradsko),Hasana Sušića,0.0,,Parket,True,True,True,False,False,False,True,True,True,True,False,True,False,False,43.8710097,18.4197988,2184.8
761,452000.0,113.0,4.0,1,Nenamješten,,Centralno (Plin),Avde Jabučice,0.0,,Parket,False,True,True,False,False,False,True,True,True,False,False,False,False,False,43.8596628,18.4081002,3839.4
762,544000.0,136.0,4.0,2,Nenamješten,,Centralno (Plin),Avde Jabučice,0.0,,Parket,False,True,True,False,False,False,True,True,True,False,False,False,False,False,43.8596628,18.4081002,3839.4
763,350000.0,89.0,3.0,Visoko prizemlje,Nenamješten,,Centralno (Plin),Alekse Šantića,0.0,,Parket,True,True,True,False,False,False,True,True,True,False,False,True,False,False,43.8619476,18.4134746,2802.9
764,701522.0,171.0,4.0,2,Nenamješten,,Struja,Stara cesta,0.0,2020,,True,True,True,True,False,True,True,True,False,False,True,True,True,False,43.8875695,18.384394,6923.4
765,654985.0,158.0,4.0,1,Nenamješten,,Struja,Stara cesta,0.0,2020,Parket,True,True,True,True,False,True,True,True,True,False,True,True,True,False,43.8875695,18.384394,6923.4
766,435000.0,55.0,4.0,1,Nenamješten,,Centralno (Plin),Ljubljanska,0.0,,Parket,True,True,True,False,False,True,True,True,False,False,False,False,False,False,43.8523831,18.4061586,2771.6
767,249000.0,80.0,3.0,Visoko prizemlje,Nenamješten,Renoviran,Centralno (Plin),Tina Ujevića,0.0,,Laminat,True,True,True,False,False,False,True,True,True,True,False,True,False,True,43.8611837,18.4193992,1739.6
768,349000.0,112.0,4.0,5,Nenamješten,,Centralno (Plin),Kranjceviceva,0.0,,Parket,False,True,True,False,False,False,True,True,True,False,False,True,False,False,43.8583702,18.4046669,2932.4
769,200000.0,140.0,3.0,1,Nenamješten,,Centralno (Plin),Donji Kartal,0.0,,Brodski,False,True,True,False,False,False,True,True,True,False,False,False,False,False,43.8673626,18.4251112,1595.4
770,135000.0,62.0,2.0,1,Nenamješten,,Centralno (Plin),Dobojska,0.0,,Parket,True,True,True,False,False,False,True,True,True,False,False,True,False,False,43.8462077,18.3948844,4006.2
771,549369.0,132.0,4.0,2,Nenamješten,,Struja,Stara cesta,0.0,2020,Parket,True,True,True,True,False,True,True,True,False,False,True,True,True,False,43.8875695,18.384394,6923.4
772,298000.0,71.0,3.0,1,Nenamješten,Dobro stanje,Centralno (gradsko),Avde Jabučice,0.0,,Parket,False,True,True,False,False,False,True,True,False,False,False,False,False,False,43.8596628,18.4081002,3839.4
773,577104.0,140.0,4.0,3,Nenamješten,,Struja,Stara cesta,0.0,2020,Parket,True,True,True,True,False,True,True,True,False,False,True,True,True,False,43.8875695,18.384394,6923.4
774,189000.0,90.0,3.0,1,Nenamješten,,Struja,Fra Matije Divkovića,0.0,,Parket,False,True,True,False,False,False,True,True,True,True,False,False,False,False,43.8593628,18.3821658,5100.5
775,261000.0,87.0,4.0,4,Nenamješten,,Centralno (gradsko),Trg djece Dobrinje,0.0,,Parket,True,True,True,False,False,False,True,True,False,True,False,True,False,False,43.8301284,18.3539217,8997.8
776,210000.0,45.0,1.0,Visoko prizemlje,Nenamješten,Za renoviranje,Centralno (Plin),Dolina,0.0,,Parket,False,False,True,False,False,False,True,True,True,True,False,False,False,False,43.8571757,18.4086531,2977.3
777,152982.0,55.0,3.0,1,Nenamješten,,Centralno (Plin),"Barice, Hotonj",0.0,2020,Parket,True,True,True,True,True,True,True,False,True,False,False,False,False,False,43.8906658,18.3694517,8901.1
778,95000.0,42.0,2.0,1,Nenamješten,,Plin,Muhameda ef.Pandže,0.0,1950-1959,Parket,False,True,True,False,False,False,True,True,True,False,False,False,False,False,43.8669366,18.4014967,4340.9
779,174015.0,64.0,3.0,1,Nenamješten,,Centralno (Plin),"Barice, Hotonj",0.0,2020,Parket,True,True,True,True,True,True,True,False,True,False,False,False,False,False,43.8906658,18.3694517,8901.1
780,189000.0,52.0,2.0,5,Nenamješten,,Centralno (gradsko),,0.0,1970-1979,,True,True,True,True,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0
781,196200.0,67.0,3.0,3,Nenamješten,,Plin,"Rosulje, Vogošća",0.0,2020,Parket,True,False,False,True,True,True,False,False,True,False,False,False,False,False,43.9033656,18.3522963,10246.9
782,255150.0,85.0,3.0,4,Nenamješten,,Plin,"Rosulje, Vogošća",0.0,2020,Parket,True,False,False,True,True,True,False,False,True,False,False,False,False,False,43.9033656,18.3522963,10246.9
783,220000.0,57.0,2.0,8,Nenamješten,Za renoviranje,Centralno (gradsko),Džemala Bijedića,0.0,,Parket,False,True,True,False,True,False,True,True,False,False,False,True,False,False,43.8491952,18.3513892,7284.3
784,129000.0,43.0,1.0,3,Nenamješten,,Ostalo,Antuna Hangija,0.0,1980-1989,Parket,False,False,False,False,False,False,False,True,False,False,False,False,False,False,43.8611717,18.4046088,3703.1
785,139500.0,52.0,2.0,10,Nenamješten,Renoviran,Centralno (gradsko),Trg ZAVNOBIH-a,0.0,1990-1999,Parket,True,True,True,True,True,False,True,True,False,True,True,False,True,True,43.841918,18.3450155,8632.6
786,153900.0,45.5,2.0,1,Nenamješten,Novogradnja,Centralno (Plin),Bojnička,2.0,,Parket,True,True,True,False,True,True,False,True,False,False,False,False,False,False,43.8703523,18.2825074,14685.1
787,148364.0,50.0,2.0,1,Nenamješten,Novogradnja,Centralno (gradsko),Bojnička,2.0,2020,Parket,True,True,True,False,True,True,False,True,False,False,False,False,False,False,43.8703523,18.2825074,14685.1
788,142900.0,43.14,2.0,1,Nenamješten,Novogradnja,Centralno (gradsko),Bojnička,2.0,,Parket,True,True,True,False,True,True,True,True,False,False,False,False,False,False,43.8703523,18.2825074,14685.1
789,208000.0,52.0,2.0,8,Nenamješten,,Centralno (Kotlovnica),,5.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,True,False,False,0.0,0.0,0.0
790,284880.0,59.0,2.0,Visoko prizemlje,Nenamješten,Novogradnja,Centralno (Plin),,13.0,2020,Parket,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0.0,0.0,0.0
791,160000.0,40.0,2.0,2,Nenamješten,Renoviran,Centralno (Kotlovnica),,4.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,False,True,0.0,0.0,0.0
792,334788.0,89.0,4.0,1,Nenamješten,,Struja,Spomenik,0.0,2020,Parket,True,True,True,False,True,True,True,True,False,False,False,False,False,False,43.8393307,18.2969621,12520.3
793,260000.0,64.0,3.0,5,Nenamješten,,Struja,Senada Mandića Dende,0.0,,Laminat,True,True,True,False,True,False,True,True,False,False,False,False,False,False,0.0,0.0,0.0
794,180000.0,45.0,2.0,1,Nenamješten,Renoviran,Centralno (Kotlovnica),,4.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,False,True,0.0,0.0,0.0
795,325671.0,75.23,3.0,9,Nenamješten,,Centralno (gradsko),"Ilidža, Sarajevo",5.5,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,True,False,43.81206065000001,18.29868815605407,14921.3
796,220050.0,73.35,4.0,5,Nenamješten,,Centralno (gradsko),"Istočno Sarajevo, Sarajevo",3.0,2020,Parket,True,True,True,False,True,True,True,True,False,False,True,False,True,False,43.80239875,18.42884459230194,12066.2
797,130578.0,31.0,0.0,6,Nenamješten,Novogradnja,Centralno (Kotlovnica),Džemala Bijedića 279,0.0,2020,Parket,True,True,False,True,True,True,True,True,False,False,False,False,False,False,43.8398602,18.3222755,9702.2
798,350000.0,78.0,3.0,6,Nenamješten,Novogradnja,Centralno (Kotlovnica),Džemala Bijedića 279,0.0,2020,Parket,True,False,False,True,False,True,True,True,False,False,False,False,False,False,43.8398602,18.3222755,9702.2
799,668800.0,152.0,5.0,Prizemlje,Nenamješten,,Centralno (Plin),Husinjska,0.0,2020,Parket,True,True,True,True,False,True,True,True,True,False,True,True,True,False,43.8439379,18.3975055,4447.2
800,417100.0,97.0,3.0,1,Nenamješten,,Plin,Čobanija,0.0,Prije 1950,Parket,True,True,True,False,False,False,True,True,True,False,False,True,False,False,43.85639485,18.42040145,1397.1
801,237271.0,46.09,1.0,9,Nenamješten,,Centralno (gradsko),"Ilidža, Sarajevo",5.5,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,True,False,43.81206065000001,18.29868815605407,14921.3
802,90000.0,55.0,2.0,5,Nenamješten,Dobro stanje,Centralno (gradsko),,5.0,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0
803,361021.0,86.92,3.0,4,Nenamješten,,Centralno (gradsko),"Ilidža, Sarajevo",5.5,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,True,False,43.81206065000001,18.29868815605407,14921.3
804,454627.0,111.02,3.0,4,Nenamješten,,Centralno (gradsko),"Ilidža, Sarajevo",5.5,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,True,False,43.81206065000001,18.29868815605407,14921.3
805,235000.0,45.0,3.0,11,Nenamješten,Renoviran,Centralno (gradsko),,0.0,,,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.0,0.0,0.0
806,260000.0,57.0,2.0,2,Nenamješten,Renoviran,Centralno (gradsko),,5.0,1980-1989,Laminat,True,True,True,True,False,False,True,True,False,False,False,True,False,True,0.0,0.0,0.0
807,178000.0,80.0,4.0,1,Nenamješten,,Centralno (gradsko),,5.0,1980-1989,Parket,False,True,True,False,False,False,True,True,False,True,False,True,False,False,0.0,0.0,0.0
808,240000.0,86.0,4.0,3,Nenamješten,,Centralno (Plin),Pavla Lukača,4.0,2020,Parket,True,True,True,True,False,True,True,True,True,False,False,True,False,False,43.8468986,18.3950906,3920.5
809,375000.0,112.0,5.0,2,Nenamješten,Renoviran,Centralno (Plin),Telali,0.0,1960-1969,Parket,True,True,True,True,False,False,True,True,True,False,True,True,True,True,43.8595877,18.432612,111.0
810,137800.0,53.0,2.0,1,Nenamješten,,Struja,Uglješe Uzelca,0.0,2015,,False,True,True,True,False,True,False,True,False,False,True,False,False,False,43.8523768,18.2908562,13134.7
811,109000.0,37.0,1.0,1,Nenamješten,Renoviran,Struja,Safeta Zajke,0.0,,Parket,True,True,True,True,False,False,True,True,False,False,True,False,True,True,43.8525713,18.3497404,7680.2
812,190000.0,55.0,2.0,4,Nenamješten,Parcijalno renoviran,Centralno (gradsko),,10.0,1970-1979,Parket,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0
813,250000.0,71.51,3.0,1,Nenamješten,Novogradnja,Struja,Latička,2.5,2015,Laminat,True,True,True,False,True,True,True,True,False,False,True,False,False,False,43.8420935,18.3304715,9132.0
814,119000.0,33.17,0.0,1,Nenamješten,Novogradnja,Struja,Latička,2.5,2015,Laminat,True,True,True,False,True,True,True,True,False,False,True,False,False,False,43.8420935,18.3304715,9132.0
815,434000.0,72.06,3.0,1,Nenamješten,,Ostalo,Soukbunar,3.0,,Parket,True,True,True,False,False,True,True,True,False,False,False,False,False,False,43.8503081,18.4145842,3678.9
816,315000.0,85.0,4.0,1,Nenamješten,,Plin,Muse Ćazima Ćatića,0.0,,Laminat,False,True,True,False,False,False,True,True,False,False,False,False,True,False,43.8609422,18.4247318,862.0
817,351000.0,90.0,3.0,6,Nenamješten,,Ostalo,Blažujski drum,5.0,,Parket,True,False,True,False,True,True,True,True,False,False,False,True,False,False,43.8302315,18.298879,11864.1
818,352000.0,90.0,3.0,6,Nenamješten,,Ostalo,Blažujski drum,5.0,,Parket,True,True,True,False,True,True,True,True,False,False,False,True,False,False,43.8302315,18.298879,11864.1
819,199025.0,92.0,3.0,2,Nenamješten,,Struja,Osik,9.0,,Laminat,True,False,False,False,False,False,False,True,True,False,False,True,False,False,43.8666755,18.2759964,15249.9
820,299000.0,77.0,3.0,3,Nenamješten,,Struja,Centar,0.0,,Brodski,False,True,True,False,False,False,True,True,True,True,False,False,False,False,43.8552551,18.418151507032658,2228.2
821,280000.0,92.0,3.0,3,Nenamješten,,Centralno (Plin),Centar Sarajevo,0.0,Prije 1950,Parket,True,True,True,True,False,False,True,True,True,True,False,True,False,False,43.8552551,18.418151507032658,2228.2
822,821340.0,176.0,5.0,1,Nenamješten,Renoviran,Centralno (Plin),Husinjska,30.0,2015,Parket,True,True,True,True,False,True,True,True,True,True,True,True,True,True,43.8439379,18.3975055,4447.2
823,183584.0,57.0,3.0,2,Nenamješten,,Struja,Želimira Vidovića Kelija,0.0,2020,Parket,True,True,True,False,False,True,True,True,False,False,False,False,False,False,43.8316685,18.3516402,9140.5
824,165000.0,37.5,0.0,6,Nenamješten,Novogradnja,Centralno (Kotlovnica),,0.0,2020,Parket,True,True,True,True,True,False,True,True,False,False,True,True,False,False,0.0,0.0,0.0
825,190000.0,59.0,2.0,Prizemlje,Nenamješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
826,318500.0,91.0,3.0,10,Nenamješten,,Ostalo,Blažujski drum 2a,3.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,True,True,False,43.8302315,18.298879,11864.1
827,332500.0,95.0,3.0,4,Nenamješten,,Ostalo,Blažujski drum 2a,3.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,True,True,False,43.8302315,18.298879,11864.1
828,160000.0,160.0,3.0,5,Nenamješten,,Plin,Samira Gradišića,5.0,1980-1989,,True,False,False,False,False,False,True,True,True,True,False,True,False,False,0.0,0.0,0.0
829,414000.0,120.0,4.0,10,Nenamješten,,Ostalo,Blažujski drum 2a,10.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,True,True,False,43.8302315,18.298879,11864.1
830,135000.0,50.0,2.0,1,Nenamješten,,Centralno (Kotlovnica),Hadzeli 159,0.0,,,True,True,True,False,False,False,True,True,False,False,False,False,False,False,43.8227702,18.2057828,21719.6
831,190000.0,71.5,3.0,7,Nenamješten,,Centralno (Plin),Gornja Jošanica,3.0,2020,Parket,True,True,True,True,True,True,True,True,True,False,False,False,False,False,43.9111341,18.3490681,12004.9
832,218000.0,72.0,3.0,1,Nenamješten,,Plin,Nusreta Šišića Dede,4.0,1980-1989,Parket,True,True,True,False,False,False,True,True,True,True,False,True,False,False,43.8691161,18.4050303,4349.9
833,150000.0,56.0,2.0,12,Nenamješten,,Centralno (gradsko),,0.0,,Parket,False,True,True,False,True,False,True,True,False,True,False,False,False,False,0.0,0.0,0.0
834,133000.0,47.0,2.0,11,Nenamješten,Za renoviranje,Centralno (gradsko),TRG SOLIDARNOSTI,3.0,,Parket,False,False,False,False,False,False,False,False,False,True,False,False,False,False,43.8464635,18.3509167,7372.3
835,360000.0,120.0,3.0,5,Nenamješten,Novogradnja,Centralno (Plin),,0.0,2020,Parket,True,True,True,True,True,True,True,True,True,False,False,False,False,False,0.0,0.0,0.0
836,133000.0,40.0,1.0,4,Nenamješten,Za renoviranje,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
837,182500.0,68.0,3.0,7,Nenamješten,,Centralno (gradsko),Semira Frašte,5.0,1970-1979,Parket,True,False,False,False,True,False,False,True,False,True,False,True,False,False,43.8399188,18.3444911,8348.3
838,432000.0,96.0,4.0,1,Nenamješten,Novogradnja,Centralno (Kotlovnica),"Centar, Sarajevo",6.0,2020,Parket,True,False,True,True,True,False,False,False,False,False,True,True,True,False,43.8552551,18.418151507032658,2228.2
839,343152.0,95.0,4.0,4,Nenamješten,Novogradnja,Ostalo,14 Maja 92.,0.0,2020,Parket,True,True,True,True,True,False,True,False,False,False,True,False,False,False,43.8355947,18.326182,9970.4
840,431548.0,83.0,3.0,1,Nenamješten,Novogradnja,Ostalo,Avde Jabučice,0.0,2020,Beton,True,True,True,True,False,True,True,True,False,False,False,True,False,False,43.8596628,18.4081002,3839.4
841,242760.0,59.0,3.0,1,Nenamješten,,Centralno (Plin),Adema Buće,0.0,2020,,True,False,True,True,True,False,True,False,True,False,False,True,False,False,43.8623745,18.3530232,8304.9
842,341000.0,75.0,3.0,1,Nenamješten,Novogradnja,Centralno (Kotlovnica),"Centar, Sarajevo",6.0,2020,Parket,True,True,True,True,True,False,True,False,False,False,True,False,True,False,43.8552551,18.418151507032658,2228.2
843,251600.0,62.0,3.0,1,Nenamješten,Novogradnja,Centralno (Plin),Dejzina Bikića bb,0.0,2020,,True,True,True,True,False,True,True,True,True,False,True,True,False,False,43.8803749,18.3982841,5119.2
844,512500.0,125.0,3.0,2,Nenamješten,Novogradnja,Struja,,0.0,2015,Parket,False,False,False,True,True,True,False,True,False,False,True,False,False,False,0.0,0.0,0.0
845,190000.0,85.0,4.0,3,Nenamješten,,Centralno (gradsko),,0.0,,Parket,True,True,True,False,False,False,True,True,True,True,False,True,False,False,0.0,0.0,0.0
846,217000.0,70.0,3.0,4,Nenamješten,Dobro stanje,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
847,189000.0,54.0,2.0,3,Nenamješten,Dobro stanje,Centralno (gradsko),Džemala Bijedića,0.0,1970-1979,Laminat,True,True,True,False,False,False,False,False,False,False,False,True,False,False,43.8491952,18.3513892,7284.3
848,495690.0,120.0,4.0,9,Nenamješten,,Centralno (Kotlovnica),Džemala Bijedića 279,0.0,2020,Ostalo,True,False,False,True,True,True,True,True,False,False,False,False,False,False,43.8398602,18.3222755,9702.2
849,134000.0,29.0,0.0,9,Nenamješten,,Centralno (Kotlovnica),Džemala Bijedića 279,0.0,2020,Ostalo,True,True,False,True,True,True,True,True,False,False,False,False,False,False,43.8398602,18.3222755,9702.2
850,304155.0,67.0,3.0,Suteren,Nenamješten,U izgradnji,Centralno (Plin),Kromolj,0.0,,Parket,True,False,False,False,True,False,False,True,True,False,False,False,False,False,43.8928872,18.408226,5229.8
851,378270.0,84.0,3.0,Suteren,Nenamješten,U izgradnji,Centralno (Plin),Kromolj,0.0,,Parket,True,False,False,False,True,False,False,True,True,False,False,False,False,False,43.8928872,18.408226,5229.8
852,278500.0,62.0,2.0,Suteren,Nenamješten,U izgradnji,Plin,Armije BiH,0.0,2020,Parket,True,False,False,False,False,False,False,True,True,False,False,False,False,False,43.856795,18.413629229654333,1995.7
853,340000.0,76.0,3.0,Prizemlje,Nenamješten,U izgradnji,Plin,Kromolj,0.0,2020,Parket,False,False,False,False,False,False,False,True,True,False,False,False,False,False,43.8928872,18.408226,5229.8
854,259650.0,58.0,2.0,1,Nenamješten,U izgradnji,Plin,Kromolj,0.0,2020,Parket,False,False,False,False,False,False,False,True,True,False,False,False,False,False,43.8928872,18.408226,5229.8
855,433200.0,96.0,3.0,Prizemlje,Nenamješten,U izgradnji,Centralno (Plin),Kromolj,0.0,2020,Parket,False,False,False,False,False,False,False,True,False,False,False,False,False,False,43.8928872,18.408226,5229.8
856,295000.0,71.0,3.0,11,Nenamješten,Renoviran,Centralno (gradsko),Grbavicka,0.0,,Parket,True,True,True,False,True,False,True,True,False,False,False,True,False,True,43.8496556,18.3979676,3474.2
857,105000.0,35.0,1.0,Prizemlje,Nenamješten,Za renoviranje,Plin,Višnjik,0.0,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,43.8671435,18.418594806486905,1881.1
858,242000.0,74.0,3.0,2,Nenamješten,Renoviran,Struja,Igmanska,0.0,,Laminat,True,False,False,False,False,False,False,True,False,True,False,False,False,True,43.854893,18.3837995,4616.5
859,167000.0,69.0,3.0,Prizemlje,Nenamješten,,Plin,Pavla Lukača,0.0,2020,Laminat,False,False,False,False,False,True,False,True,True,False,False,True,False,False,43.8468986,18.3950906,3920.5
860,140000.0,55.0,2.0,3,Nenamješten,,Plin,Generala Izeta Nanića,0.0,,Parket,False,False,False,False,False,False,False,True,True,False,False,False,False,False,43.7958994,18.3151856,16348.6
861,312800.0,92.0,4.0,3,Nenamješten,,Centralno (Plin),Zaima Šarca,92.0,,Parket,True,True,True,False,False,False,True,True,True,False,False,True,False,False,43.8655584,18.422089,1464.2
862,121000.0,29.0,2.0,Visoko prizemlje,Nenamješten,Za renoviranje,Centralno (Plin),Bolnička,7.0,,Parket,True,False,False,False,False,False,True,True,False,False,False,True,False,False,43.8661729,18.4136108,2482.9
863,200000.0,90.0,4.0,1,Nenamješten,,Struja,,4.0,2010,Laminat,False,True,True,False,False,False,True,True,False,True,False,False,False,False,0.0,0.0,0.0
864,285000.0,77.0,3.0,3,Nenamješten,,Plin,Kulovica,0.0,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,43.8577213,18.4203554,1470.1
865,161900.0,48.0,2.0,2,Nenamješten,,Centralno (gradsko),"Bojnička 41M, Stup, Sarajevo",0.0,2020,,True,True,True,False,True,True,True,True,False,False,False,False,False,False,43.8423544,18.3210459,9823.6
866,137900.0,41.0,2.0,1,Nenamješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
867,142900.0,43.0,2.0,2,Nenamješten,,Centralno (gradsko),BOJNIČKA 41M,0.0,2020,Laminat,True,True,True,False,True,True,True,True,False,False,False,False,False,False,43.8703523,18.2825074,14685.1
868,168900.0,51.0,2.0,1,Nenamješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
869,168900.0,48.0,3.0,1,Nenamješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
870,217900.0,62.0,3.0,1,Nenamješten,,Centralno (gradsko),,0.0,2020,Laminat,True,True,True,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0
871,153900.0,45.0,2.0,1,Nenamješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
872,152900.0,43.0,2.0,2,Nenamješten,,Centralno (gradsko),"Bojnička 41M, Stup, Sarajevo",0.0,2020,Laminat,True,True,True,False,False,False,False,True,False,False,False,False,False,False,43.8423544,18.3210459,9823.6
873,172900.0,51.0,2.0,4,Nenamješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
874,183900.0,55.0,3.0,1,Nenamješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0
875,225000.0,54.0,2.0,5,Nenamješten,Dobro stanje,Centralno (gradsko),Grbavicka,4.0,1970-1979,Parket,True,True,True,False,True,False,True,True,False,False,False,True,False,False,43.8496556,18.3979676,3474.2
876,499000.0,84.0,3.0,6,Nenamješten,Za renoviranje,Centralno (Plin),Tina Ujevića,3.0,1980-1989,Parket,True,True,True,False,True,False,True,True,True,True,False,True,False,False,43.8611837,18.4193992,1739.6
877,250000.0,65.0,3.0,5,Nenamješten,,Centralno (gradsko),Senada Mandica Dende,0.0,,,True,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,0.0,0.0
878,148959.0,45.0,2.0,1,Nenamješten,Novogradnja,Struja,Spomenik,0.0,2020,Parket,True,True,True,False,True,False,False,False,False,False,False,False,False,False,43.8393307,18.2969621,12520.3
879,140183.0,39.0,2.0,4,Nenamješten,Novogradnja,Struja,Spomenik,0.0,2020,Parket,True,True,True,True,True,False,True,False,False,False,False,False,False,False,43.8393307,18.2969621,12520.3
880,245000.0,54.0,3.0,2,Nenamješten,Renoviran,Centralno (gradsko),Hamdije Čemerlića,2.0,1970-1979,Laminat,True,True,True,False,True,False,True,True,False,False,True,True,False,True,43.8558024,18.3920005,3850.8
881,376000.0,94.0,4.0,1,Nenamješten,Parcijalno renoviran,Centralno (gradsko),Ismeta Mujezinovića 14,10.0,1980-1989,Parket,False,True,True,False,False,False,False,True,False,False,False,True,False,False,43.87164,18.4167927,2611.8
882,155000.0,40.0,2.0,Visoko prizemlje,Nenamješten,,Centralno (Plin),Avde Smajlovića,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.8475615,18.3976285,3772.1
883,235000.0,65.0,3.0,11,Nenamješten,Renoviran,Centralno (gradsko),Trg Međunarodnog prijateljstva,4.5,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,43.8440694,18.3411205,8085.7
884,309000.0,76.0,3.0,Prizemlje,Nenamješten,Renoviran,Centralno (Plin),Višnjik,0.0,1960-1969,Parket,False,True,True,False,False,False,True,True,True,True,False,False,False,True,43.8671435,18.418594806486905,1881.1
885,310000.0,98.0,3.0,4,Nenamješten,,Ostalo,Musala 5,0.0,,Parket,True,True,True,False,False,False,True,True,False,True,False,True,False,False,43.8565253,18.4152906,2138.1
886,224000.0,69.0,3.0,5,Nenamješten,Za renoviranje,Ostalo,Teheranski trg,0.0,1980-1989,,False,False,True,False,True,False,False,False,False,True,False,True,False,False,43.83961455,18.34128294960029,8976.7
887,315374.0,71.88,3.0,10,Nenamješten,,Centralno (gradsko),"Ilidža, Sarajevo",5.5,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,True,False,43.81206065000001,18.29868815605407,14921.3
888,189000.0,300.0,3.0,1,Nenamješten,,Struja,,0.0,,Parket,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0
889,399000.0,95.0,3.0,2,Nenamješten,Renoviran,Plin,Skenderija 24,0.0,,Parket,True,False,False,True,False,False,False,False,True,False,True,False,True,True,43.8545341,18.41788,1712.2
890,179738.0,69.13,3.0,1,Nenamješten,,Plin,24. juni,0.0,2020,Parket,True,True,True,True,True,True,True,False,True,False,False,False,False,False,43.8159363,18.5673973,15860.2
891,170768.0,65.58,3.0,3,Nenamješten,,Plin,24.juni,0.0,2020,Parket,True,True,True,True,True,True,True,False,True,False,False,False,False,False,43.8159363,18.5673973,15860.2
892,128232.0,46.0,2.0,3,Nenamješten,,Centralno (Plin),,0.0,2020,Parket,True,True,True,True,True,False,True,False,True,False,False,False,False,False,0.0,0.0,0.0
893,188700.0,74.0,3.0,Visoko prizemlje,Nenamješten,,Plin,Mjedenica,0.0,Prije 1950,Parket,True,True,True,False,False,False,True,True,True,False,False,False,False,False,43.8552901,18.4237485,1225.5
894,220000.0,55.0,2.0,1,Nenamješten,,Struja,Mustafe Kamerića,0.0,1980-1989,Parket,True,True,True,False,True,False,True,True,False,True,False,False,False,False,43.8280332,18.3475822,9701.7
895,150000.0,42.0,2.0,5,Nenamješten,,Centralno (gradsko),Bojnička,0.0,2020,Laminat,True,True,True,False,True,True,True,True,False,False,False,False,False,False,43.8703523,18.2825074,14685.1
896,111000.0,33.0,0.0,Visoko prizemlje,Nenamješten,,Centralno (gradsko),Salke Nazečića,0.0,1980-1989,Laminat,True,True,True,False,False,False,False,True,False,False,False,False,False,False,43.8305,18.3502993,9072.0
897,227833.0,66.0,3.0,1,Nenamješten,,Struja,Spomenik,0.0,2020,Parket,True,True,True,False,True,True,True,False,False,False,False,False,False,False,43.8393307,18.2969621,12520.3
898,368035.0,98.0,4.0,1,Nenamješten,,Struja,Spomenik,0.0,2020,,True,True,True,True,True,True,True,False,False,False,False,True,False,False,43.8393307,18.2969621,12520.3
899,140000.0,57.0,3.0,Prizemlje,Nenamješten,Renoviran,Centralno (Plin),Muhameda Ef. Pandže,0.0,,Parket,False,True,True,False,False,False,True,True,True,False,False,True,False,True,43.8669366,18.4014967,4340.9
